INSTNM	lon	lat	State
CUNY Queens College	-73.81609939	40.73519027	NY
CUNY Queensborough Community College	-73.75454937	40.75486627	NY
CUNY School of Law	-73.94362243	40.74780527	NY
CUNY York College	-73.79458738	40.70266926	NY
CVPH Medical Center School of Radiologic Technology	-73.46977454	44.70000002	NY
D'Youville College	-78.89087116	42.90264447	NY
Daemen College	-78.78902814	42.96503249	NY
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary	-73.74386236	40.60036824	NY
Dominican College of Blauvelt	-73.95234145	41.05411932	NY
Dowling College	-73.14813118	40.74218829	NY
Dutchess Community College	-73.90495548	41.72648446	NY
Belanger School of Nursing	-73.91588555	42.80298766	NY
Elmira Business Institute	-76.80909044	42.09025941	NY
Elmira College	-76.81346144	42.09610841	NY
Erie Community College	-78.87268216	42.88177947	NY
Fashion Institute of Technology	-73.99478245	40.74731826	NY
Finger Lakes Community College	-77.24180363	42.86756454	NY
Five Towns College	-73.36996925	40.79333529	NY
Fordham University	-73.88270642	40.85936229	NY
The International Culinary Center	-74.00009145	40.72082526	NY
Fulton-Montgomery Community College	-74.29414769	42.98305668	NY
Gemological Institute of America-New York	-73.98081444	40.75727527	NY
The General Theological Seminary	-74.00378145	40.74557126	NY
Genesee Community College	-78.13802693	43.01683953	NY
Gloria Francis School of Make-Up Artistry	-73.5260623	40.76730028	NY
Hamilton College	-75.40819706	43.05025365	NY
Hartwick College	-75.0719959	42.45760755	NY
Helene Fuld College of Nursing	-73.94335743	40.80250328	NY
Herkimer County Community College	-75.00720792	43.03274666	NY
Hilbert College	-78.82029313	42.75505845	NY
Hobart William Smith Colleges	-76.98551855	42.85813955	NY
Hofstra University	-73.60078132	40.71596727	NY
Houghton College	-78.15688489	42.42684942	NY
Hudson Valley Community College	-73.68252747	42.69647065	NY
Hunter Business School	-73.50340429	40.72786428	NY
Institute of Audio Research	-73.99380945	40.73303526	NY
Iona College	-73.78563639	40.92711531	NY
Isabella Graham Hart School of Practical Nursing	-77.58332377	43.19687158	NY
Island Drafting and Technical Institute	-73.41712426	40.67547427	NY
Ithaca College	-76.49413836	42.42216249	NY
Jamestown Community College	-79.2188652	42.11563632	NY
Jamestown Business College	-79.24937621	42.09512631	NY
Jefferson Community College	-75.9400063	43.98747379	NY
Jewish Theological Seminary of America	-73.96028844	40.81196728	NY
The Juilliard School	-73.98291445	40.77373327	NY
SBI Campus-An Affiliate of Sanford-Brown	-73.41264426	40.77938529	NY
Kehilath Yakov Rabbinical Seminary	-73.81488842	41.22052936	NY
Keuka College	-77.09052057	42.6154185	NY
LIM College	-73.97491244	40.75982527	NY
Le Moyne College	-76.08845128	43.04732462	NY
LIU Brooklyn	-73.98087344	40.69014225	NY
LIU Post	-73.59328032	40.82005129	NY
LIU-University Center Campus	-73.59672932	40.82035329	NY
Long Island Beauty School-Hempstead	-73.62966733	40.70770927	NY
Long Island Business Institute	-73.8294584	40.76011727	NY
LIU Hudson at Rockland	-74.0847115	41.13435234	NY
LIU Brentwood	-73.26977222	40.7996753	NY
Machzikei Hadath Rabbinical College	-73.98843644	40.62804524	NY
Mandl School-The College of Allied Health	-73.98375044	40.76435927	NY
Manhattan College	-73.90189443	40.88976429	NY
Manhattan School of Music	-73.96169244	40.81234928	NY
Manhattanville College	-73.71564638	41.03219533	NY
Maria College of Albany	-73.80598751	42.65651464	NY
Marion S Whelan School of Nursing of Geneva General Hospital	-76.98801055	42.87703555	NY
Marist College	-73.93434349	41.72196345	NY
Marymount Manhattan College	-73.95967744	40.76911627	NY
Medaille College	-78.85657215	42.92895848	NY
Memorial College of Nursing	-73.75011549	42.67365064	NY
Memorial Hospital School of Radiation Therapy Technology	-73.95573044	40.76477427	NY
Mercy College	-73.87457242	41.02144432	NY
Mesivta Torah Vodaath Rabbinical Seminary	-73.96949543	40.63825924	NY
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech	-73.97916744	40.63517724	NY
Mesivtha Tifereth Jerusalem of America	-73.99127244	40.71382026	NY
Southern Westchester BOCES-Practical Nursing Program	-73.74167138	40.97364532	NY
Midway Paris Beauty School	-73.90959242	40.69962026	NY
Mildred Elley School-Albany Campus	-73.7902135	42.68026864	NY
Mirrer Yeshiva Cent Institute	-73.96605043	40.60505124	NY
Modern Welding School	-73.90337455	42.77934465	NY
Mohawk Valley Community College	-75.217199	43.07739266	NY
Molloy College	-73.62627933	40.68597826	NY
Monroe College	-73.90021642	40.86446729	NY
Monroe Community College	-77.61013877	43.10104457	NY
Mount Saint Mary College	-74.0129075	41.51122041	NY
College of Mount Saint Vincent	-73.90702043	40.9128223	NY
Icahn School of Medicine at Mount Sinai	-73.95344644	40.78980927	NY
Nassau Community College	-73.59528732	40.72888027	NY
Nazareth College	-77.51858174	43.10158457	NY
Neighborhood Playhouse School of the Theater	-73.96533344	40.75662127	NY
The College of New Rochelle	-73.78110539	40.8994353	NY
The New School	-73.99463745	40.73528326	NY
New School of Radio and Television	-73.80982251	42.72013865	NY
New York Chiropractic College	-76.75623448	42.91173857	NY
Star Career Academy-New York	-73.99955245	40.73825926	NY
New York Law School	-74.00639545	40.71740126	NY
New York Medical College	-73.81004341	41.08503934	NY
New York School for Medical and Dental Assistants	-73.93139243	40.74429927	NY
New York Theological Seminary	-73.96379444	40.81087728	NY
New York University	-73.99726545	40.72946026	NY
Niagara County Community College	-78.87701118	43.14703352	NY
Niagara University	-79.03669223	43.13728751	NY
Empire Beauty School-Peekskill	-73.91908646	41.29102137	NY
North Country Community College	-74.11998273	44.31865393	NY
New York College of Podiatric Medicine	-73.94030743	40.80490728	NY
New York Institute of Technology	-73.60780133	40.81245529	NY
New York School of Interior Design	-73.96240544	40.76862327	NY
Nyack College	-73.93110745	41.08643333	NY
Ohr Hameir Theological Seminary	-73.88979445	41.26873337	NY
Onondaga Community College	-76.19645631	43.00742661	NY
Orange County Community College	-74.42688663	41.43948438	NY
Otsego Area BOCES-Practical Nursing Program	-74.92222687	42.58915858	NY
Pace University-New York	-74.00472045	40.71102226	NY
Paul Smiths College of Arts and Science	-74.25267678	44.43397394	NY
Continental School of Beauty Culture-West Seneca	-78.75476911	42.82895447	NY
Plaza College	-73.83115739	40.71490226	NY
Davis College	-75.96242317	42.10110045	NY
Pratt Institute-Main	-73.96215043	40.69116225	NY
Professional Business College	-74.00207245	40.71897826	NY
Rabbinical Academy Mesivta Rabbi Chaim Berlin	-73.96370343	40.61847524	NY
Rabbinical College Bobover Yeshiva Bnei Zion	-73.98544144	40.63192824	NY
Rabbinical College of Ch'san Sofer New York	-73.97985244	40.62651524	NY
Rabbinical College Beth Shraga	-74.07277249	41.11431933	NY
Rabbinical College of Long Island	-73.67003533	40.58648624	NY
Rabbinical Seminary of America	-73.81716239	40.72308827	NY
Rensselaer Polytechnic Institute	-73.67876947	42.72899165	NY
Ridley-Lowell Business & Technical Institute-Binghamton	-75.91521315	42.09815845	NY
Roberts Wesleyan College	-77.79896683	43.12675556	NY
Rochester Institute of Technology	-77.67386279	43.08419656	NY
University of Rochester	-77.63120478	43.12640557	NY
Rockefeller University	-73.95491344	40.76293527	NY
Rockland Community College	-74.0881705	41.13324834	NY
Empire Beauty School-Manhattan	-73.98645444	40.74894626	NY
The Sage Colleges	-73.69371248	42.72822865	NY
St Bernard's School of Theology and Ministry	-77.52632874	43.10219357	NY
St Bonaventure University	-78.48110997	42.08019934	NY
St Francis College	-73.99165444	40.69308425	NY
St Joseph's College of Nursing at St Joseph's Hospital Health Center	-76.1483573	43.05536362	NY
St Lawrence University	-75.16134509	44.58988793	NY
The College of Saint Rose	-73.7861115	42.66467264	NY
St. Thomas Aquinas College	-73.93418345	41.04113432	NY
Samaritan Hospital School of Nursing	-73.67615247	42.74286966	NY
Sarah Lawrence College	-73.84381141	40.93415531	NY
Schenectady County Community College	-73.94926757	42.81579166	NY
Sh'or Yoshuv Rabbinical College	-73.74036736	40.60534424	NY
Siena College	-73.75260149	42.71761065	NY
Skidmore College	-73.78533653	43.09704372	NY
St. Joseph's College-New York	-73.96803844	40.69049325	NY
Saint Vladimirs Orthodox Theological Seminary	-73.82332141	40.97137031	NY
Spanish-American Institute	-73.99177345	40.75212426	NY
Saint Elizabeth College of Nursing	-75.26589001	43.08204966	NY
Saint John Fisher College	-77.51305874	43.11626757	NY
St Paul's School of Nursing-Staten Island	-74.1792835	40.60569423	NY
St John's University-New York	-73.79610538	40.72253127	NY
SUNY-System Office	-73.74973849	42.64798464	NY
New York Career Institute	-74.00831745	40.71318626	NY
Branford Hall Career Institute-Bohemia Campus	-73.09387016	40.7778333	NY
Sullivan County Community College	-74.66777073	41.76410844	NY
SUNY College of Technology at Alfred	-77.79463476	42.2552704	NY
SUNY College of Technology at Canton	-75.1829081	44.60410493	NY
SUNY College of Technology at Delhi	-74.92461384	42.26986752	NY
SUNY College of Agriculture and Technology at Cobleskill	-74.49825973	42.67254261	NY
Farmingdale State College	-73.42832127	40.75423228	NY
Morrisville State College	-75.64058512	42.89397061	NY
SUNY at Albany	-73.82501552	42.68692564	NY
SUNY at Binghamton	-75.97114517	42.08805745	NY
University at Buffalo	-78.78946114	43.0009505	NY
Stony Brook University	-73.12046118	40.91476833	NY
SUNY College of Environmental Science and Forestry	-76.13872629	43.03477362	NY
SUNY Polytechnic Institute	-75.229202	43.13528867	NY
SUNY College at Brockport	-77.94719089	43.21193457	NY
SUNY Buffalo State	-78.88067316	42.93420748	NY
SUNY Cortland	-76.18865727	42.59803053	NY
SUNY at Fredonia	-79.33611227	42.45096937	NY
SUNY College at Geneseo	-77.82200181	42.7968725	NY
State University of New York at New Paltz	-74.08872854	41.73721345	NY
SUNY Oneonta	-75.0636339	42.46886955	NY
SUNY College at Oswego	-76.54080045	43.45429568	NY
SUNY College at Potsdam	-74.97689104	44.66287095	NY
SUNY at Purchase College	-73.70195637	41.04723133	NY
SUNY College of Optometry	-73.98223744	40.75447326	NY
SUNY College at Old Westbury	-73.57190831	40.79902929	NY
SUNY College at Plattsburgh	-73.46653754	44.69293902	NY
SUNY Downstate Medical Center	-73.94382843	40.65529125	NY
SUNY Empire State College	-73.78248553	43.07729171	NY
SUNY Maritime College	-73.80033739	40.80905628	NY
Upstate Medical University	-76.13897829	43.04295962	NY
Swedish Institute a College of Health Sciences	-73.99567145	40.74639226	NY
Syracuse University	-76.13697729	43.04018462	NY
Talmudical Seminary Oholei Torah	-73.94576043	40.67009725	NY
Talmudical Institute of Upstate New York	-77.57494576	43.14707058	NY
Teachers College at Columbia University	-73.96040044	40.81031928	NY
Technical Career Institutes	-73.99604945	40.75058026	NY
Tompkins Cortland Community College	-76.2875883	42.50201451	NY
Torah Temimah Talmudical Seminary	-73.97197443	40.63551724	NY
Touro College	-73.98940545	40.75320726	NY
Trocaire College	-78.81240113	42.84670147	NY
Excelsior College	-73.86220553	42.70489564	NY
Ulster County Community College	-74.12998456	41.85523347	NY
Sanford-Brown Institute-New York	-73.98786644	40.73531726	NY
Union College	-73.92849956	42.81758666	NY
Union Theological Seminary in the City of New York	-73.96212144	40.81146928	NY
United Talmudical Seminary	-73.95911443	40.70569526	NY
United States Merchant Marine Academy	-73.76253538	40.81216228	NY
United States Military Academy	-73.95660447	41.39048739	NY
Utica College	-75.27240902	43.09519166	NY
Utica School of Commerce	-75.228629	43.10177266	NY
Vassar College	-73.89434647	41.68511345	NY
Villa Maria College	-78.79566913	42.91305348	NY
School of Visual Arts	-73.98224144	40.73875026	NY
Wagner College	-74.09291447	40.61559623	NY
Webb Institute	-73.64491034	40.8844523	NY
Wells College	-76.69603045	42.74295154	NY
The College of Westchester	-73.7844054	41.03369533	NY
SUNY Westchester Community College	-73.7896704	41.06846633	NY
Westchester School of Beauty Culture	-73.83775241	40.9124843	NY
Wood Tobe-Coburn School	-73.98129244	40.75178326	NY
Word of Life Bible Institute	-73.80923858	43.73103283	NY
Yeshiva Karlin Stolin	-73.98337444	40.62492624	NY
Yeshivat Mikdash Melech	-73.96961543	40.61643524	NY
Yeshiva Derech Chaim	-73.97975844	40.63689724	NY
Yeshiva of Nitra Rabbinical College	-73.72842439	41.22085836	NY
Yeshiva Shaar Hatorah	-73.83430139	40.70386526	NY
Yeshiva University	-73.92854243	40.85080829	NY
Yeshivath Viznitz	-74.06643249	41.11850733	NY
Yeshivath Zichron Moshe	-74.62182471	41.73048843	NY
College of the Albemarle	-76.2196079	36.32483128	NC
The Art Institute of Charlotte	-80.92751026	35.18184387	NC
South Piedmont Community College	-80.21109004	35.00031886	NC
Appalachian State University	-81.68023755	36.21485106	NC
Asheville-Buncombe Technical Community College	-82.55584177	35.57106189	NC
Barton College	-77.91380739	35.73547009	NC
Beaufort County Community College	-76.96535209	35.53359408	NC
Belmont Abbey College	-81.0413183	35.26065788	NC
Bennett College	-79.77998297	36.0675381	NC
Bladen Community College	-78.73112158	34.64469783	NC
Blue Ridge Community College	-82.42554772	35.30804684	NC
Brevard College	-82.7297668	35.23766381	NC
Brunswick Community College	-78.2297924	34.03897971	NC
Cabarrus College of Health Sciences	-80.60119318	35.43814594	NC
Caldwell Community College and Technical Institute	-81.48415147	35.85461099	NC
Campbell University	-78.73824062	35.409156	NC
Cape Fear Community College	-77.94898732	34.24024977	NC
Carolina School of Broadcasting	-80.98397929	35.25586388	NC
Carteret Community College	-76.75667498	34.72464291	NC
Catawba College	-80.48275416	35.69144999	NC
Catawba Valley Community College	-81.2879234	35.69973897	NC
South College-Asheville	-82.51881476	35.55373689	NC
Central Carolina Community College	-79.14450875	35.47232299	NC
Central Piedmont Community College	-80.82979924	35.21778088	NC
Chowan University	-77.09914317	36.43626527	NC
Cleveland Community College	-81.49171944	35.27779787	NC
Coastal Carolina Community College	-77.38478718	34.7716939	NC
Craven Community College	-77.10223411	35.11152299	NC
Davidson County Community College	-80.18174208	35.86554804	NC
Davidson College	-80.84523926	35.50001294	NC
Duke University	-78.93762671	36.00114212	NC
Durham Technical Community College	-78.88073769	35.97520911	NC
East Carolina University	-77.36829321	35.60719309	NC
Edgecombe Community College	-77.57178829	35.87987414	NC
Elizabeth City State University	-76.21404289	36.27798527	NC
Elon University	-79.50563489	36.10415612	NC
Fayetteville Technical Community College	-78.92658266	35.06885792	NC
Fayetteville State University	-78.89169865	35.07364792	NC
Forsyth Technical Community College	-80.27221812	36.06854708	NC
Gardner-Webb University	-81.66814449	35.24732686	NC
Gaston College	-81.18852335	35.31205489	NC
Greensboro College	-79.80023498	36.0710891	NC
Guilford College	-79.88774	36.0942401	NC
Guilford Technical Community College	-79.92062301	35.99846708	NC
Halifax Community College	-77.61768333	36.42771925	NC
Haywood Community College	-82.92792188	35.52591187	NC
Heritage Bible College	-78.61335757	35.26845197	NC
High Point University	-79.99467803	35.97204207	NC
Isothermal Community College	-81.91186057	35.33673486	NC
James Sprunt Community College	-77.97764137	34.94680892	NC
John Wesley University	-79.99842203	35.99426608	NC
Johnson C Smith University	-80.85484525	35.24339088	NC
Johnston Community College	-78.3322955	35.50142503	NC
Lees-McRae College	-81.8733746	36.16248404	NC
Lenoir Community College	-77.57153426	35.234412	NC
Lenoir-Rhyne University	-81.32616441	35.73904697	NC
Leons Beauty School Inc	-79.82318798	36.05750909	NC
Livingstone College	-80.48446216	35.67074999	NC
Louisburg College	-78.29971152	36.10540016	NC
Mars Hill University	-82.55086278	35.82586494	NC
Martin Community College	-77.09539114	35.83626114	NC
Mayland Community College	-82.01699163	35.93448199	NC
McDowell Technical Community College	-81.9608996	35.65622693	NC
Mercy School of Nursing	-80.83847424	35.19988688	NC
Meredith College	-78.68917762	35.79720408	NC
Methodist University	-78.87442865	35.13506493	NC
Miller-Motte College-Wilmington	-77.8823613	34.24276777	NC
Mitchell Community College	-80.89408629	35.782821	NC
Mitchells Hairstyling Academy-Wilson	-77.9510954	35.72171709	NC
Regina's College of Beauty-Monroe	-80.54380814	34.99168984	NC
Montgomery Community College	-79.87000796	35.36711395	NC
Montreat College	-82.2975257	35.64585092	NC
University of Mount Olive	-78.07126741	35.20632097	NC
College of Wilmington	-77.90611331	34.21396676	NC
Nash Community College	-77.89653839	35.97677815	NC
North Carolina A & T State University	-79.77015497	36.0767441	NC
University of North Carolina at Asheville	-82.56526277	35.6166249	NC
University of North Carolina at Chapel Hill	-79.05097174	35.91177609	NC
University of North Carolina at Charlotte	-80.73092221	35.3060289	NC
University of North Carolina at Greensboro	-79.80984698	36.0675101	NC
North Carolina Central University	-78.8986047	35.97424411	NC
University of North Carolina General Administration	-79.03058073	35.90945309	NC
University of North Carolina School of the Arts	-80.23662811	36.07482708	NC
North Carolina State University at Raleigh	-78.67451962	35.78511808	NC
North Carolina Wesleyan College	-77.77423336	36.01745016	NC
University of North Carolina Wilmington	-77.8755293	34.22522977	NC
Pamlico Community College	-76.83372202	35.06840499	NC
William Peace University	-78.63679561	35.78911208	NC
University of North Carolina at Pembroke	-79.20189772	34.68723782	NC
Pfeiffer University	-80.28317109	35.48470296	NC
Piedmont International University	-80.24912411	36.08884609	NC
Piedmont Community College	-78.98060975	36.43168121	NC
Pitt Community College	-77.40720522	35.55059807	NC
Queens University of Charlotte	-80.83223024	35.18893587	NC
Randolph Community College	-79.82788196	35.67290601	NC
Richmond Community College	-79.71151689	34.90233185	NC
Mid-Atlantic Christian University	-76.2174979	36.30377227	NC
Roanoke-Chowan Community College	-77.02366415	36.32483425	NC
Robeson Community College	-79.00664266	34.67520083	NC
Rockingham Community College	-79.75835598	36.38868917	NC
Rowan-Cabarrus Community College	-80.48181316	35.63939498	NC
Saint Augustine's University	-78.6218086	35.78503908	NC
Salem College	-80.24136011	36.08753809	NC
Sampson Community College	-78.36113848	34.99086692	NC
Sandhills Community College	-79.40635281	35.22009293	NC
Shaw University	-78.63769561	35.77118808	NC
Sherrill's University of Barber & Cosmetology	-78.6059616	35.77885508	NC
Paul Mitchell the School-Fayetteville	-78.95767567	35.07001791	NC
St Andrews University	-79.47856981	34.74563683	NC
Empire Beauty School-Matthews	-80.70059519	35.11980386	NC
Southeastern Community College	-78.78524558	34.33155676	NC
Southwestern Community College	-83.20713295	35.34858182	NC
Stanly Community College	-80.23600807	35.33985293	NC
Southeastern Baptist Theological Seminary	-78.51375758	35.98186513	NC
Surry Community College	-80.71683727	36.38434113	NC
Alamance Community College	-79.35765984	36.06669011	NC
Tri-County Community College	-83.96648015	35.06702773	NC
Vance-Granville Community College	-78.48728559	36.3234282	NC
Wake Forest University	-80.27744912	36.13361609	NC
Wake Technical Community College	-78.70612862	35.65015805	NC
Warren Wilson College	-82.44110074	35.6117689	NC
Watts School of Nursing	-78.94130271	36.02765612	NC
Wayne Community College	-77.94488938	35.40328602	NC
Western Piedmont Community College	-81.68734852	35.72288295	NC
Wilkes Community College	-81.18447139	36.13657906	NC
Wilson Community College	-77.89287438	35.73110309	NC
Wingate University	-80.44305311	34.98607084	NC
Carolina Christian College	-80.25625512	36.1461751	NC
Winston Salem Barber School	-80.26057711	36.06671208	NC
Winston-Salem State University	-80.2249081	36.08920409	NC
Western Carolina University	-83.18626194	35.30898581	NC
Rasmussen College-North Dakota	-96.84872405	46.84836998	ND
Bismarck State College	-100.8165441	46.82146666	ND
Dickinson State University	-102.8005216	46.88268449	ND
Nueta Hidatsa Sahnish College	-102.4728248	47.98331865	ND
Josef's School of Hair Design Inc-Grand Forks	-97.04429728	47.9004771	ND
Headquarters Academy of Hair Design Inc	-101.2934125	48.23524778	ND
University of Jamestown	-98.69842557	46.91430984	ND
Josef's School of Hair Design Inc-Fargo Downtown	-96.78921804	46.87614399	ND
Lake Region State College	-98.86904383	48.12795598	ND
Cankdeska Cikana Community College	-98.99081084	47.97812995	ND
University of Mary	-100.7527501	46.72377465	ND
Mayville State University	-97.32255429	47.50467903	ND
Minot State University	-101.3006345	48.24688478	ND
Moler Barber College	-96.79083504	46.87397299	ND
University of North Dakota	-97.0717473	47.9216621	ND
North Dakota State College of Science	-96.60790489	46.27597193	ND
Dakota College at Bottineau	-100.4411134	48.83251292	ND
North Dakota State University-Main Campus	-96.80084704	46.89313499	ND
Williston State College	-103.6130771	48.15861056	ND
JZ Trend Academy Paul Mitchell Partner School	-100.7735901	46.78282766	ND
Sitting Bull College	-100.674745	46.08529558	ND
Trinity Bible College and Graduate School	-98.51791536	46.00104474	ND
Turtle Mountain Community College	-99.75084622	48.88376599	ND
United Tribes Technical College	-100.7607151	46.76878066	ND
Valley City State University	-98.00389938	46.9185249	ND
ETI Technical College	-80.7232166	41.18694808	OH
The Art Institute of Cincinnati-AIC College of Design	-84.45130058	39.28583855	OH
Miami-Jacobs Career College-Independence	-81.6466389	41.39468407	OH
Air Force Institute of Technology-Graduate School of Engineering & Management	-84.08725051	39.78067066	OH
Herzing University-Akron	-81.49311282	41.02817801	OH
University of Akron Main Campus	-81.51168283	41.07855902	OH
Akron School of Practical Nursing	-81.57186585	41.09905802	OH
University of Akron Wayne College	-81.7900259	40.86157697	OH
Allegheny Wesleyan College	-80.86009462	40.86724401	OH
Antonelli College-Cincinnati	-84.51076858	39.10399851	OH
Apollo Career Center	-84.1497146	40.69222782	OH
Art Academy of Cincinnati	-84.51391759	39.10881251	OH
Ashland County-West Holmes Career Center	-82.26681204	40.80102593	OH
Ashland University	-82.32062506	40.86099494	OH
Ashtabula County Technical and Career Campus	-80.73451365	41.74587318	OH
Athenaeum of Ohio	-84.37556054	39.08420651	OH
Auburn Career Center	-81.2438018	41.64924614	OH
Aultman College of Nursing and Health Sciences	-81.40418578	40.79687297	OH
Baldwin Wallace University	-81.85114896	41.37302506	OH
Belmont College	-80.96490459	40.07695786	OH
Bluffton University	-83.89768255	40.89700588	OH
Fortis College-Ravenna	-81.25014276	41.18094305	OH
Bowling Green State University-Firelands	-82.59449319	41.39808803	OH
Bowling Green State University-Main Campus	-83.64090051	41.37552097	OH
Bryant & Stratton College-Parma	-81.78362194	41.40511807	OH
Buckeye Hills Career Center	-82.38804693	38.89218857	OH
Butler Tech-D Russel Lee Career Center	-84.4928146	39.40894657	OH
Canton City Schools Adult Career and Technical Education	-81.32507076	40.82610198	OH
Capital University	-82.93787118	39.95488275	OH
Carousel Beauty College-Middletown	-84.35471357	39.50385859	OH
Carousel Beauty College-Dayton	-84.19000154	39.76135865	OH
Carousel of Miami Valley Beauty College	-84.14001553	39.86750967	OH
Case Western Reserve University	-81.6057729	41.50082009	OH
Cedarville University	-83.81210243	39.75034567	OH
Central Ohio Technical College	-82.44744504	40.06932179	OH
Central School of Practical Nursing	-81.6569919	41.39710107	OH
Central State University	-83.87679944	39.71647266	OH
Chatfield College	-83.88715741	39.21037656	OH
Choffin Career  and Technical Center	-80.64439657	41.10085507	OH
The Christ College of Nursing and Health Sciences	-84.50924158	39.12072751	OH
Cincinnati Christian University	-84.5547566	39.11240351	OH
Cincinnati College of Mortuary Science	-84.50590059	39.20758553	OH
University of Cincinnati-Main Campus	-84.51428459	39.13116652	OH
Cincinnati State Technical and Community College	-84.53523359	39.15057652	OH
University of Cincinnati-Clermont College	-84.19437449	39.08065252	OH
University of Cincinnati-Blue Ash College	-84.40044256	39.23300254	OH
Ohio Christian University	-82.90599014	39.61090268	OH
Clark State Community College	-83.79929243	39.89634769	OH
Scott College of Cosmetology	-80.72169451	40.06458087	WV
Cleveland Institute of Art	-81.6024199	41.5104431	OH
Cleveland Institute of Dental-Medical Assistants-Cleveland	-81.67175092	41.50065009	OH
Cleveland Institute of Music	-81.6088819	41.5124521	OH
Cleveland State University	-81.67305592	41.50292609	OH
Columbiana County Career and Technical Center	-80.74840557	40.764245	OH
Bradford School	-82.91115618	40.02351276	OH
Columbus College of Art and Design	-82.9885522	39.96577475	OH
Columbus State Community College	-82.9876582	39.96998375	OH
Cuyahoga Community College District	-81.68353692	41.49491409	OH
Davis College	-83.62989553	41.69307203	OH
Dayton Barber College	-84.22316454	39.62815762	OH
University of Dayton	-84.17611753	39.73955465	OH
Defiance College	-84.35660072	41.30034392	OH
Denison University	-82.52062906	40.07258979	OH
Edison State Community College	-84.21256258	40.15800472	OH
EHOVE Career Center	-82.6304432	41.33266302	OH
Bryant & Stratton College-Cleveland	-81.66613992	41.50301709	OH
Regency Beauty Institute-Cleveland	-81.43873186	41.62777513	OH
The University of Findlay	-83.65207149	41.05441792	OH
Franklin University	-82.9918292	39.95840974	OH
Gerbers Akron Beauty School	-81.57615386	41.11387603	OH
Gods Bible School and College	-84.50604058	39.11549151	OH
Good Samaritan College of Nursing and Health Science	-84.52340359	39.14016952	OH
Great Oaks Career Campuses	-84.41356057	39.28995855	OH
Hannah E Mullins School of Practical Nursing	-80.85104862	40.90241602	OH
Adult and Community Education-Hudson	-82.9806072	40.01285875	OH
Hebrew Union College-Jewish Institute of Religion	-73.99450045	40.72894626	NY
Heidelberg University	-83.16658534	41.11434495	OH
Hiram College	-81.14398474	41.31070808	OH
Hobart Institute of Welding Technology	-84.21907457	40.0505487	OH
Hocking College	-82.22175292	39.44330568	OH
American School of Technology	-82.9656152	40.06172176	OH
Ross Medical Education Center-Cincinnati	-84.45285558	39.28603055	OH
International College of Broadcasting	-84.13750352	39.76499365	OH
ITT Technical Institute-Dayton	-84.18490354	39.83455867	OH
Eastern Gateway Community College	-80.67241152	40.37618293	OH
John Carroll University	-81.53134187	41.4913291	OH
Hondros College of Nursing	-82.90104318	40.08441477	OH
Casal Aveda Institute	-80.77281561	41.10196806	OH
Kent State University at Ashtabula	-80.83090369	41.8888632	OH
Kent State University at East Liverpool	-80.57692151	40.61727198	OH
Kent State University at Stark	-81.43731379	40.86857599	OH
Kent State University at Trumbull	-80.83736664	41.27916109	OH
Kent State University at Tuscarawas	-81.40771075	40.46774391	OH
Kent State University at Salem	-80.83546161	40.86408801	OH
Kent State University at Kent	-81.34253679	41.14666104	OH
Kent State University at Geauga	-81.14308875	41.48373511	OH
Kenyon College	-82.39798105	40.37441585	OH
Kettering College	-84.19158754	39.69407964	OH
Lake Erie College	-81.25182081	41.71784915	OH
Lakeland Community College	-81.36454883	41.63847013	OH
O C Collins Career Center	-82.47351993	38.49190549	OH
James A Rhodes State College	-84.02632357	40.73835484	OH
Ohio Business College-Sheffield	-82.07340703	41.42381706	OH
Ohio Business College-Sandusky	-82.66641122	41.41486903	OH
Lorain County Community College	-82.07242403	41.41245606	OH
Lourdes University	-83.70665356	41.70870203	OH
Malone University	-81.38352877	40.82652398	OH
Marietta College	-81.45004869	39.41668771	OH
Marion Technical College	-83.09076728	40.57926386	OH
Medina County Career Center	-81.90159596	41.15511202	OH
Mercy College of Ohio	-83.55260451	41.65794403	OH
Methodist Theological School in Ohio	-83.06015024	40.2536508	OH
Miami University-Hamilton	-84.56322562	39.37745556	OH
Miami University-Middletown	-84.35724457	39.5237836	OH
Miami University-Oxford	-84.73182568	39.50964958	OH
Miami-Jacobs Career College-Dayton	-84.18623254	39.76071365	OH
Moler Hollywood Beauty Academy	-84.42555357	39.18281053	OH
Miami Valley Career Technology Center	-84.33030959	39.84540666	OH
Mount Carmel College of Nursing	-83.0211562	39.95701574	OH
University of Mount Union	-81.1086277	40.90510101	OH
Mount Vernon Nazarene University	-82.47467107	40.37386685	OH
Mount Saint Joseph University	-84.64014762	39.0945265	OH
Zane State College	-82.03177291	39.96139479	OH
Muskingum University	-81.73719582	39.99664281	OH
Brown Mackie College-North Canton	-81.42921479	40.84488598	OH
National Beauty College	-81.39275878	40.84920298	OH
North Central State College	-82.58158614	40.79878492	OH
Northern Institute of Cosmetology	-82.17426807	41.46538506	OH
Northwest State Community College	-84.30312472	41.45269195	OH
Toledo Public Schools Adult and Continuing Education	-83.59093052	41.68229503	OH
Notre Dame College	-81.51621587	41.5069461	OH
Northeast Ohio Medical University	-81.24530575	41.10292704	OH
University of Northwestern Ohio	-84.15042761	40.76005784	OH
Oberlin College	-82.22179007	41.29474803	OH
